Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2024-11-23,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/7S53bt,5,,,2024-11-22
2024-11-24,Mystic River,2003,https://boxd.it/7SuEOn,4,,,2024-11-23
2024-11-24,Caveat,2020,https://boxd.it/7Svviz,3.5,,,2024-11-23
2024-11-24,Smile,2022,https://boxd.it/7SwYpB,4,,,2024-11-23
2024-11-28,Memento,2000,https://boxd.it/7UG32t,5,,,2024-11-27
2024-11-29,We Live in Time,2024,https://boxd.it/7V69Hz,4,,,2024-11-28
2024-11-29,Children of Men,2006,https://boxd.it/7V80SH,4.5,,,2024-11-28
2024-11-29,Smile 2,2024,https://boxd.it/7VbkUf,4,,,2024-11-28
2024-11-30,Kishkindha Kaandam,2024,https://boxd.it/7VAoVV,4,,,2024-11-29
2024-11-30,Lucky Baskhar,2024,https://boxd.it/7VCSiX,4.5,,,2024-11-29
2024-11-30,Raanjhanaa,2013,https://boxd.it/7W2fyp,4,,,2024-11-30
2024-12-01,mother!,2017,https://boxd.it/7W6pLL,3.5,,,2024-11-30
2024-12-01,Donnie Darko,2001,https://boxd.it/7W7K9v,4,,,2024-11-30
2024-12-01,The Taking of Deborah Logan,2014,https://boxd.it/7W9P7X,3,,,2024-11-30
2024-12-01,A Taxi Driver,2017,https://boxd.it/7WCdV9,4.5,,,2024-12-01
2024-12-01,Deadstream,2022,https://boxd.it/7WG8Qh,4,,,2024-12-01
2024-12-02,KA,2024,https://boxd.it/7Xg6eR,4,,,2024-12-02
2024-12-03,Abigail,2024,https://boxd.it/7XG7q7,3,,,2024-12-03
2024-12-04,Terrifier,2016,https://boxd.it/7XPv1j,3.5,,,2024-12-03
2024-12-07,Terrifier 2,2022,https://boxd.it/7Z6Ohj,3.5,,,2024-12-06
2024-12-08,Insomnia,2002,https://boxd.it/7ZDeWr,3.5,,,2024-12-07
2024-12-08,Terrifier 3,2024,https://boxd.it/8056aF,3,,,2024-12-08
2024-12-11,Batman: Mask of the Phantasm,1993,https://boxd.it/81c7PH,4,,,2024-12-10
2024-12-11,Sinister,2012,https://boxd.it/81c8dz,3,,,2024-12-10
2024-12-12,The Wolf of Wall Street,2013,https://boxd.it/81FexD,4,,,2024-12-11
2024-12-13,The Body,2012,https://boxd.it/827PqP,5,,,2024-12-12
2024-12-13,Oldboy,2003,https://boxd.it/8281NL,5,,,2024-12-12
2024-12-13,Shutter Island,2010,https://boxd.it/82825F,5,,,2024-12-12
2024-12-13,The Sixth Sense,1999,https://boxd.it/8282g9,4.5,,,2024-12-12
2024-12-13,American Psycho,2000,https://boxd.it/8282uZ,4,,,2024-12-12
2024-12-13,Predestination,2014,https://boxd.it/8282IR,4,,,2024-12-12
2024-12-13,The Menu,2022,https://boxd.it/8285Wd,4,,,2024-12-12
2024-12-13,Nightcrawler,2014,https://boxd.it/8286Oz,4,,,2024-12-12
2024-12-13,Jersey,2019,https://boxd.it/828fI1,5,,,2024-12-12
2024-12-13,The Pursuit of Happyness,2006,https://boxd.it/828ghF,5,,,2024-12-12
2024-12-13,M.S. Dhoni: The Untold Story,2016,https://boxd.it/828iyt,4,,,2024-12-12
2024-12-13,Mad Max: Fury Road,2015,https://boxd.it/828rGL,4.5,,,2024-12-12
2024-12-13,Thangalaan,2024,https://boxd.it/829y7F,3.5,,,2024-12-12
2024-12-13,Atonement,2007,https://boxd.it/82tRa9,4.5,,,2024-12-13
2024-12-14,Audition,1999,https://boxd.it/82RGDR,3.5,,,2024-12-14
2024-12-14,Kumbalangi Nights,2019,https://boxd.it/82XfbD,5,,,2024-12-14
2024-12-17,For a Few Dollars More,1965,https://boxd.it/84rTm1,5,,,2024-12-17
2024-12-17,Jackie Brown,1997,https://boxd.it/84rUJ1,4,,,2024-12-17
2024-12-17,Venom: The Last Dance,2024,https://boxd.it/84rV9N,3,,,2024-12-17
2024-12-17,Breakdown,1997,https://boxd.it/84rVJL,4,,,2024-12-17
2024-12-17,The Wind Rises,2013,https://boxd.it/84rWoz,4,,,2024-12-17
2024-12-17,The Revenant,2015,https://boxd.it/84rXov,4,,,2024-12-17
2024-12-18,Prison Break: The Final Break,2009,https://boxd.it/84XhXH,4,,,2024-12-18
2024-12-18,Midnight in Paris,2011,https://boxd.it/85gQLJ,4,,,2024-12-18
2024-12-18,About Time,2013,https://boxd.it/85gRc1,4,,,2024-12-18
2024-12-19,The Banshees of Inisherin,2022,https://boxd.it/85koBJ,4,,,2024-12-18
2024-12-19,The Game,1997,https://boxd.it/85PDoH,4,,,2024-12-19
2024-12-20,Ustad Hotel,2012,https://boxd.it/86c3ch,4,,,2024-12-20
2024-12-20,Super Deluxe,2019,https://boxd.it/86c3AX,4,,,2024-12-20
2024-12-21,The Witch,2015,https://boxd.it/86rGeh,3.5,,,2024-12-20
2024-12-22,Anora,2024,https://boxd.it/86ZK0B,4,,,2024-12-21
2024-12-22,Carry-On,2024,https://boxd.it/87rkvf,4,,,2024-12-22
2024-12-22,Heretic,2024,https://boxd.it/87tB6v,4.5,,,2024-12-22
2024-12-22,The Fabelmans,2022,https://boxd.it/87tEzZ,4.5,,,2024-12-22
2024-12-22,Sookshmadarshini,2024,https://boxd.it/87B9dp,4,,,2024-12-22
2024-12-22,Ex Machina,2015,https://boxd.it/87B9In,4,,,2024-12-22
2024-12-23,Lady Bird,2017,https://boxd.it/887C7f,3.5,,,2024-12-23
2024-12-25,Pan's Labyrinth,2006,https://boxd.it/899FQZ,3.5,,,2024-12-24
2024-12-26,I Am Legend,2007,https://boxd.it/8arQCJ,4,,,2024-12-26
2024-12-27,Possession,1981,https://boxd.it/8aLUC9,4,,,2024-12-26
2024-12-28,Gladiator II,2024,https://boxd.it/8bF9Gb,4,,,2024-12-27
2024-12-29,Squid Game,2021,https://boxd.it/8dl7Zj,4.5,,,2024-12-29
2024-12-30,RRR: Behind & Beyond,2024,https://boxd.it/8doygB,5,,,2024-12-29
2025-01-01,No Mercy,2010,https://boxd.it/8fYpAx,4,,,2025-01-01
2025-01-06,Bangalore Days,2014,https://boxd.it/8kv8NB,4,,,2025-01-05
2025-01-07,A Bittersweet Life,2005,https://boxd.it/8lybcX,4,,,2025-01-06
2025-01-09,Alien: Romulus,2024,https://boxd.it/8nO4Q7,4,,,2025-01-09
2025-01-11,Confessions,2010,https://boxd.it/8ploTb,5,,,2025-01-10
2025-01-11,Joji,2021,https://boxd.it/8qnQrH,4,,,2025-01-11
2025-01-12,Barbarian,2022,https://boxd.it/8qyur3,3,,,2025-01-11
2025-01-12,One Day,2016,https://boxd.it/8rp7HX,4.5,,,2025-01-12
2025-01-13,The Royal Tenenbaums,2001,https://boxd.it/8rE8OP,4,,,2025-01-12
2025-01-13,Shōgun,2024,https://boxd.it/8szK0n,4.5,,,2025-01-13
2025-01-14,Snowpiercer,2013,https://boxd.it/8sH8rL,3.5,,,2025-01-13
2025-01-14,North 24 Kaatham,2013,https://boxd.it/8tlVQl,4,,,2025-01-14
2025-01-15,Upendra,1999,https://boxd.it/8u5l3f,5,,,2025-01-15
2025-01-16,Petite Maman,2021,https://boxd.it/8u8BLj,4.5,,,2025-01-15
2025-01-16,The Darjeeling Limited,2007,https://boxd.it/8udlTL,4,,,2025-01-15
2025-01-17,"Paris, Texas",1984,https://boxd.it/8uVOIF,5,,,2025-01-16
2025-01-17,The Elephant Man,1980,https://boxd.it/8vvTh7,5,,,2025-01-17
2025-01-19,The Mist,2007,https://boxd.it/8wtI1x,3,,,2025-01-18
2025-01-22,A,1998,https://boxd.it/8yWVQJ,4,,,2025-01-21
2025-01-23,Annayum Rasoolum,2013,https://boxd.it/8zDXvp,4,,,2025-01-22
2025-01-23,Viduthalai: Part II,2024,https://boxd.it/8zFZnL,3.5,,,2025-01-22
2025-01-24,Nosferatu,1922,https://boxd.it/8AlT5F,4,,,2025-01-23
2025-01-24,Look Back,2024,https://boxd.it/8Amstd,4.5,,,2025-01-23
2025-01-29,Nosferatu,2024,https://boxd.it/8Elav5,4.5,,,2025-01-28
2025-02-02,Gravity,2013,https://boxd.it/8H4wuL,3.5,,,2025-02-01
2025-02-05,Pushpa 2 - The Rule,2024,https://boxd.it/8Jk61N,4,,,2025-02-04
2025-02-05,Flow,2024,https://boxd.it/8Jngtj,4,,,2025-02-04
2025-02-06,Jaws,1975,https://boxd.it/8JXlAL,3.5,Yes,,2025-02-05
2025-02-07,Identity,2025,https://boxd.it/8KAqlf,3,,,2025-02-06
2025-02-08,Identity,2003,https://boxd.it/8L7O0h,4,,,2025-02-07
2025-02-09,The Theory of Everything,2014,https://boxd.it/8LP3WL,4,,,2025-02-08
2025-02-10,A Real Pain,2024,https://boxd.it/8MQiIZ,4,,,2025-02-10
2025-02-14,Amen,2013,https://boxd.it/8P0ggd,3.5,,,2025-02-13
2025-02-15,Marco,2024,https://boxd.it/8PA3br,2.5,,,2025-02-14
2025-02-15,Climax,2018,https://boxd.it/8Qa2EJ,3,,,2025-02-15
2025-02-16,La Strada,1954,https://boxd.it/8QV7hf,4.5,,,2025-02-16
2025-02-19,Princess Mononoke,1997,https://boxd.it/8SwpM9,4,,,2025-02-18
2025-02-20,Bougainvillea,2024,https://boxd.it/8T8oKx,3,,,2025-02-19
2025-02-21,The Shape of Water,2017,https://boxd.it/8TIOyT,4,,,2025-02-20
2025-02-27,Magnolia,1999,https://boxd.it/8XEMr5,5,,,2025-02-26
2025-02-28,Fantastic Mr. Fox,2009,https://boxd.it/8YavkZ,4.5,,,2025-02-27
2025-03-02,Dragon Ball DAIMA,2024,https://boxd.it/8ZjTHF,4,,,2025-03-01
2025-03-02,Halloween,1978,https://boxd.it/8ZjUdr,3.5,,,2025-03-01
2025-03-02,I Stand Alone,1998,https://boxd.it/8ZVY1b,3.5,,,2025-03-02
2025-03-02,Dream Scenario,2023,https://boxd.it/8ZYRvf,3,,,2025-03-02
2025-03-04,Aayirathil Oruvan,2010,https://boxd.it/90QWEp,4,,,2025-03-03
2025-03-07,UI,2024,https://boxd.it/92Bgqt,3,,,2025-03-06
2025-03-08,The Sabarmati Report,2024,https://boxd.it/93cHCZ,3.5,,,2025-03-07
2025-03-09,The Favourite,2018,https://boxd.it/94tmyb,3,,,2025-03-09
2025-03-10,The Chaser,2008,https://boxd.it/95gAIR,4,,,2025-03-10
2025-03-11,A Separation,2011,https://boxd.it/95lL6f,4,,,2025-03-10
2025-03-11,Companion,2025,https://boxd.it/95rq29,3.5,,,2025-03-10
2025-03-14,Lady Vengeance,2005,https://boxd.it/9762Qv,3.5,,,2025-03-13
2025-03-19,Chhaava,2025,https://boxd.it/9aeVEd,4,,,2025-03-18
2025-03-20,Matchstick Men,2003,https://boxd.it/9aKnn7,4,,,2025-03-19
2025-03-21,The Man from Nowhere,2010,https://boxd.it/9bgRuL,4,,,2025-03-20
2025-03-21,Ayla: The Daughter of War,2017,https://boxd.it/9bArKj,5,,,2025-03-21
2025-03-22,Wild at Heart,1990,https://boxd.it/9c9iyD,3.5,,,2025-03-22
2025-03-25,Rashomon,1950,https://boxd.it/9dGjIp,5,,,2025-03-24
2025-03-27,Ponman,2025,https://boxd.it/9eJY9F,4,,,2025-03-26
2025-03-30,Adolescence,2025,https://boxd.it/9gLDUn,4,,,2025-03-30
2025-04-13,Paatal Lok,2020,https://boxd.it/9o6rDz,4,,,2025-04-12
2025-04-13,Twilight of the Warriors: Walled In,2024,https://boxd.it/9owzsV,4,,,2025-04-13
2025-04-13,A Clockwork Orange,1971,https://boxd.it/9oAri7,4.5,,,2025-04-13
2025-04-14,Shutter,2004,https://boxd.it/9oN4vN,4,,,2025-04-13
2025-04-14,Dukhtar,2014,https://boxd.it/9pgDlL,4,,,2025-04-14
2025-04-17,The Admiral: Roaring Currents,2014,https://boxd.it/9qsXnF,4,,,2025-04-16
2025-04-18,Perusu,2025,https://boxd.it/9qZkbr,3.5,,,2025-04-17
2025-04-18,Raising Arizona,1987,https://boxd.it/9rqoxZ,4,,,2025-04-18
2025-04-21,Love Likes Coincidences,2011,https://boxd.it/9tBwxj,3.5,,,2025-04-21
2025-04-21,The Exorcist,1973,https://boxd.it/9tBxpb,5,,,2025-04-21
2025-04-24,Nilavuku En Mel Ennadi Kobam,2025,https://boxd.it/9vrSDV,2.5,,,2025-04-24
2025-04-25,John Wick,2014,https://boxd.it/9vXJpT,4.5,Yes,,2025-04-25
2025-04-27,Coco,2017,https://boxd.it/9xaUU9,5,,,2025-04-27
2025-04-29,Delibal,2015,https://boxd.it/9ylbfL,3,,,2025-04-29
2025-04-29,Ne Zha,2019,https://boxd.it/9ylbBR,5,,,2025-04-29
2025-05-02,The Monkey,2025,https://boxd.it/9ztEgX,3,,,2025-05-01
2025-05-03,Bedevilled,2010,https://boxd.it/9A62mB,3,,,2025-05-02
2025-05-03,Mouse,2021,https://boxd.it/9A64z3,5,,,2025-05-02
2025-05-03,Up,2009,https://boxd.it/9AxPqB,4,,,2025-05-03
2025-05-04,The Unbearable Weight of Massive Talent,2022,https://boxd.it/9Belbx,4,,,2025-05-04
2025-05-06,Crazxy,2025,https://boxd.it/9CB6r1,4.5,,,2025-05-06
2025-05-08,Noroi: The Curse,2005,https://boxd.it/9DcLkz,4.5,,,2025-05-07
2025-05-10,Bullet Train Explosion,2025,https://boxd.it/9ECg7v,4,,,2025-05-10
2025-05-11,Jallikattu,2019,https://boxd.it/9EGDA9,4.5,,,2025-05-10
2025-05-12,Paddington,2014,https://boxd.it/9Fmn1h,4,,,2025-05-11
2025-05-12,[REC],2007,https://boxd.it/9FoaKx,4,,,2025-05-11
2025-05-14,Impetigore,2019,https://boxd.it/9GzE3p,4,,,2025-05-13
2025-05-14,Mission: Impossible,1996,https://boxd.it/9GARNd,4,,,2025-05-13
2025-05-15,It Follows,2014,https://boxd.it/9H321F,3,,,2025-05-14
2025-05-15,Fandry,2013,https://boxd.it/9HvOzB,5,,,2025-05-15
2025-05-16,Ju-on: The Curse,2000,https://boxd.it/9HCUv5,4,,,2025-05-15
2025-05-16,Ju-on: The Curse 2,2000,https://boxd.it/9HCURv,3.5,,,2025-05-15
2025-05-17,Ju-on: The Grudge,2002,https://boxd.it/9I5XM7,4,,,2025-05-16
2025-05-17,Ju-on: The Grudge 2,2003,https://boxd.it/9I89Rn,4,,,2025-05-16
2025-05-22,Anaganaga,2025,https://boxd.it/9L9PYz,4,,,2025-05-21
2025-05-22,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/9Lzpiz,4.5,,,2025-05-22
2025-05-23,Forgotten,2017,https://boxd.it/9M62OX,4,,,2025-05-23
2025-05-23,The Last Duel,2021,https://boxd.it/9M634h,4.5,,,2025-05-23
2025-05-24,Bluebeard,2017,https://boxd.it/9MIZGp,4,,,2025-05-24
2025-05-25,Satan's Slaves,2017,https://boxd.it/9MRjvH,3.5,,,2025-05-24
2025-05-25,The Host,2006,https://boxd.it/9NqWNl,4,,,2025-05-25
2025-05-26,Kolya,1996,https://boxd.it/9NAP7H,4,,,2025-05-25
2025-05-27,When Life Gives You Tangerines,2025,https://boxd.it/9OrO2H,5,,,2025-05-26
2025-05-28,Daredevil,2003,https://boxd.it/9PvgJT,3.5,,,2025-05-28
2025-05-29,The Invitation,2015,https://boxd.it/9PCSTB,3,,,2025-05-28
2025-05-29,The King of Comedy,1982,https://boxd.it/9Q579z,4,,,2025-05-29
2025-05-30,HIT: The Third Case,2025,https://boxd.it/9QDezn,4,,,2025-05-30
2025-05-31,Deep Water,2022,https://boxd.it/9QNjy5,3,,,2025-05-30
2025-05-31,The Dark and the Wicked,2020,https://boxd.it/9RhI8r,3,,,2025-05-31
2025-06-01,Sinners,2025,https://boxd.it/9RoPHH,4.5,,,2025-05-31
2025-06-02,Throne of Blood,1957,https://boxd.it/9SCbQV,4,,,2025-06-02
2025-06-03,Thudarum,2025,https://boxd.it/9TgKJb,4,,,2025-06-03
2025-06-03,The Equalizer 3,2023,https://boxd.it/9TgMNz,4,,,2025-06-03
2025-06-03,RoboCop,1987,https://boxd.it/9ThZrD,5,,,2025-06-03
2025-06-04,Natsamrat,2016,https://boxd.it/9TTw7b,4.5,,,2025-06-04
2025-06-07,Jurassic Park,1993,https://boxd.it/9VtQ77,5,,,2025-06-07
2025-06-08,The Lost World: Jurassic Park,1997,https://boxd.it/9Wcld9,3,,,2025-06-08
2025-06-11,Darkman,1990,https://boxd.it/9XGTNp,3.5,,,2025-06-10
2025-06-13,The Magnificent Seven,2016,https://boxd.it/9YOGDB,4,,,2025-06-12
2025-06-14,Tourist Family,2025,https://boxd.it/9Znv75,4.5,,,2025-06-13
2025-06-15,Thalavan,2024,https://boxd.it/a01lXb,4,,,2025-06-14
2025-06-15,Alien,1979,https://boxd.it/a0BQjD,4,,,2025-06-15
2025-06-18,Padakkalam,2025,https://boxd.it/a26EGh,3.5,,,2025-06-17
2025-06-19,Carne,1991,https://boxd.it/a2GvK7,3.5,,,2025-06-18
2025-06-21,Retro,2025,https://boxd.it/a3TzeJ,4,,,2025-06-20
2025-06-22,Alappuzha Gymkhana,2025,https://boxd.it/a59Iqb,3.5,,,2025-06-22
2025-06-22,American History X,1998,https://boxd.it/a5a6e9,4.5,,,2025-06-22
2025-06-23,The Worst Person in the World,2021,https://boxd.it/a5h84J,3,,,2025-06-22
2025-06-24,Eleven,2025,https://boxd.it/a63lsb,4,,,2025-06-23
2025-06-25,Chungking Express,1994,https://boxd.it/a6HyEz,5,,,2025-06-24
2025-06-26,28 Days Later,2002,https://boxd.it/a7lkkv,4,,,2025-06-25
2025-06-27,Moonrise Kingdom,2012,https://boxd.it/a7Zyqn,3.5,,,2025-06-26
2025-06-29,Good Will Hunting,1997,https://boxd.it/a9ijrR,5,,,2025-06-28
2025-06-29,F1,2025,https://boxd.it/a9NLsv,5,,,2025-06-29
2025-06-30,Jurassic Park III,2001,https://boxd.it/a9RJUP,3,,,2025-06-29
2025-07-02,Hannibal,2001,https://boxd.it/abkpcl,4,,,2025-07-01
2025-07-03,Ace,2025,https://boxd.it/ac18qh,3,,,2025-07-02
2025-07-03,Dogtooth,2009,https://boxd.it/acwxLV,4,,,2025-07-03
2025-07-04,War,2019,https://boxd.it/acEyEn,4,,,2025-07-03
2025-07-04,Garuda Gamana Vrishabha Vahana,2021,https://boxd.it/ad9UyN,4.5,,,2025-07-04
2025-07-05,Vash,2023,https://boxd.it/adgWBt,4.5,,,2025-07-04
2025-07-05,Mahanadhi,1994,https://boxd.it/adLENN,4,,,2025-07-05
2025-07-05,Chachi 420,1997,https://boxd.it/adLHpJ,4.5,,,2025-07-05
2025-07-05,Hey Ram,2000,https://boxd.it/adLJfr,5,,,2025-07-05
2025-07-05,Virumaandi,2004,https://boxd.it/adLJm3,4,,,2025-07-05
2025-07-06,The Mehta Boys,2024,https://boxd.it/adVxqd,4.5,,,2025-07-05
2025-07-06,Thunderbolts*,2025,https://boxd.it/aeutGB,4,,,2025-07-06
2025-07-06,Spirited Away,2001,https://boxd.it/aeC8pZ,5,,,2025-07-06
2025-07-09,Mercy for None,2025,https://boxd.it/agboJP,4,,,2025-07-08
2025-07-10,Failan,2001,https://boxd.it/agSvRH,5,,,2025-07-09
2025-07-11,Red Dragon,2002,https://boxd.it/ahAljN,4,,,2025-07-10
2025-07-12,New World,2013,https://boxd.it/aijJMT,4,,,2025-07-11
2025-07-13,Sapta Sagaradaache Ello - Side B,2023,https://boxd.it/aj2rWh,4,,,2025-07-12
2025-07-13,Sapta Sagaradaache Ello – Side A,2023,https://boxd.it/aj2sEN,4,,,2025-07-12
2025-07-13,Narivetta,2025,https://boxd.it/ajNDzt,3.5,,,2025-07-13
2025-07-14,The 33,2015,https://boxd.it/akAPP7,3,,,2025-07-14
2025-07-14,3-Iron,2004,https://boxd.it/akAQ71,4,,,2025-07-14
2025-07-16,War of the Arrows,2011,https://boxd.it/aluDGJ,4,,,2025-07-15
2025-07-18,Il Mare,2000,https://boxd.it/amXgnh,4.5,,,2025-07-17
2025-07-22,Always,2011,https://boxd.it/aq6PhD,4,,,2025-07-21
2025-07-22,In the Mood for Love,2000,https://boxd.it/aqLufN,4,,,2025-07-22
2025-07-23,Ode to My Father,2014,https://boxd.it/aqYWrN,5,,,2025-07-22
2025-07-24,Confession of Murder,2012,https://boxd.it/arHjCR,4,,,2025-07-23
2025-07-25,Assassination,2015,https://boxd.it/assWID,4.5,,,2025-07-24
2025-07-27,The Dictator,2012,https://boxd.it/aueYkD,3,,,2025-07-27
2025-07-27,How to Train Your Dragon,2025,https://boxd.it/auNKO5,5,,,2025-07-27
2025-07-27,The Negotiation,2018,https://boxd.it/auSePl,4,,,2025-07-27
2025-07-28,28 Weeks Later,2007,https://boxd.it/auVAdf,4,,,2025-07-27
2025-07-31,A Moment to Remember,2004,https://boxd.it/axCftv,4,,,2025-07-30
2025-08-03,The Suspect,2013,https://boxd.it/azRBOX,4,,,2025-08-02
2025-08-03,Sitaare Zameen Par,2025,https://boxd.it/aADMEZ,4,,,2025-08-03
2025-08-08,Tunnel,2016,https://boxd.it/aDUx1z,4,,,2025-08-07
2025-08-09,Ne Zha 2,2025,https://boxd.it/aFa0xX,5,,,2025-08-09
2025-08-09,Love Letter,1995,https://boxd.it/aFcG35,5,,,2025-08-09
2025-08-10,Peppermint Candy,1999,https://boxd.it/aG0E4l,4,,,2025-08-10
2025-08-13,28 Years Later,2025,https://boxd.it/aHOtmH,4.5,,,2025-08-12
2025-08-13,Oasis,2002,https://boxd.it/aHUp5J,4,,,2025-08-12
2025-08-14,Parandhu Po,2025,https://boxd.it/aIyoZ7,3,,,2025-08-13
2025-08-15,Gonjiam: Haunted Asylum,2018,https://boxd.it/aJdSF9,4,,,2025-08-14
2025-08-16,Ramayana: The Legend of Prince Rama,1993,https://boxd.it/aJRu9t,4,,,2025-08-15
2025-08-17,Mahavatar Narsimha,2024,https://boxd.it/aKEvkZ,5,,,2025-08-16
2025-08-17,Love Exposure,2008,https://boxd.it/aLmRNH,5,,,2025-08-17
2025-08-18,Infernal Affairs,2002,https://boxd.it/aLpKNh,5,,,2025-08-17
2025-08-18,House,1977,https://boxd.it/aLrcmP,4,,,2025-08-17
2025-08-18,The Poughkeepsie Tapes,2007,https://boxd.it/aLvd0X,4,,,2025-08-17
2025-08-18,Lake Mungo,2008,https://boxd.it/aLz6cb,4,,,2025-08-17
2025-08-19,The Texas Chain Saw Massacre,1974,https://boxd.it/aMpVuT,4.5,,,2025-08-18
2025-08-21,Pizza,2012,https://boxd.it/aNL1M1,4.5,Yes,,2025-08-20
2025-08-23,Kung Fu Hustle,2004,https://boxd.it/aP2nqJ,4,,,2025-08-22
2025-08-24,Maareesan,2025,https://boxd.it/aPINSD,4,,,2025-08-23
2025-08-24,Bring Her Back,2025,https://boxd.it/aPMGzH,4,,,2025-08-23
2025-08-24,25th Hour,2002,https://boxd.it/aQoC5T,4,,,2025-08-24
2025-08-30,Phantom Thread,2017,https://boxd.it/aTT1ib,4,,,2025-08-29
2025-08-30,Senna,2010,https://boxd.it/aUqnCN,4,,,2025-08-30
2025-08-31,October,2018,https://boxd.it/aVaKS7,5,,film,2025-08-31
2025-08-31,In the Mouth of Madness,1994,https://boxd.it/aVcNyX,4,,,2025-08-31
2025-08-31,CJ7,2008,https://boxd.it/aVfOYN,4.5,,,2025-08-31
2025-09-05,Superman,2025,https://boxd.it/aY40AL,4,,,2025-09-04
2025-09-05,Ring,1998,https://boxd.it/aY418D,3.5,,,2025-09-04
2025-09-05,A Complete Unknown,2024,https://boxd.it/aYth4n,3.5,,,2025-09-05
2025-09-10,Su from So,2025,https://boxd.it/b1nrMf,4,,,2025-09-09
2025-09-10,Thalaivan Thalaivii,2025,https://boxd.it/b1nvpJ,3,,,2025-09-09
2025-09-12,Men in Black,1997,https://boxd.it/b2rOZj,3.5,,,2025-09-11
2025-09-14,The Martian,2015,https://boxd.it/b4aa2v,4,,,2025-09-14
2025-09-14,"I, Robot",2004,https://boxd.it/b4aahv,3.5,,,2025-09-14
2025-09-14,Joint Security Area,2000,https://boxd.it/b4aaxN,4.5,,,2025-09-14
2025-09-14,Weapons,2025,https://boxd.it/b4aaJT,4.5,,,2025-09-14
2025-09-21,Kadaisi Vivasayi,2021,https://boxd.it/b8jplL,5,,,2025-09-21
2025-09-26,The Lunchbox,2013,https://boxd.it/bbbjQT,4.5,,,2025-09-26
2025-10-01,Kantara,2022,https://boxd.it/bejLWt,4,,,2025-10-01
2025-10-01,Gone Baby Gone,2007,https://boxd.it/bemgml,5,,,2025-10-01
2025-10-03,Rush,2013,https://boxd.it/bf4gTx,5,Yes,,2025-10-02
2025-10-08,Blue Velvet,1986,https://boxd.it/biswwz,5,,,2025-10-07
2025-10-09,Company,2002,https://boxd.it/bj0gsT,4,,,2025-10-08
2025-10-11,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/bk1fcL,5,,,2025-10-10
2025-10-18,Men in Black II,2002,https://boxd.it/bp7JtJ,3.5,,,2025-10-18
2025-10-19,Avane Srimannarayana,2019,https://boxd.it/bpWlIx,4,,,2025-10-19
2025-10-20,Argo,2012,https://boxd.it/bq4g4D,4.5,,,2025-10-19
2025-10-25,Vash Level 2,2025,https://boxd.it/btnA7d,4.5,,,2025-10-24
2025-10-26,They Call Him OG,2025,https://boxd.it/btZlsr,4,,,2025-10-25
2025-10-30,Iratta,2023,https://boxd.it/bwZe2X,4,,,2025-10-29
2025-10-30,Dhuruvangal Pathinaaru,2016,https://boxd.it/bwZg89,4,,,2025-10-29
2025-10-31,Bad Boys,1995,https://boxd.it/bxI9NT,4,,,2025-10-30
2025-11-02,Kantara - A Legend: Chapter 1,2025,https://boxd.it/bz302F,4,,,2025-11-01
2025-11-02,Lokah Chapter 1: Chandra,2025,https://boxd.it/bzblDj,4,,,2025-11-01
2025-11-07,Barfi!,2012,https://boxd.it/bCWdQ1,5,,,2025-11-07
2025-11-09,Omniscient Reader: The Prophecy,2025,https://boxd.it/bEn3Gt,3,,,2025-11-09
2025-11-09,The Lost Bus,2025,https://boxd.it/bErAL5,4,,,2025-11-09
2025-11-11,Frankenstein,2025,https://boxd.it/bFXhl1,4,,,2025-11-11
2025-11-16,Dude,2025,https://boxd.it/bIHjAn,3,,,2025-11-15
2025-11-16,One Battle After Another,2025,https://boxd.it/bIHlGd,4.5,,,2025-11-15
2025-11-16,Good Bad Ugly,2025,https://boxd.it/bJm7rv,4,,,2025-11-16
2025-11-16,The Fantastic 4: First Steps,2025,https://boxd.it/bJrONz,4,,,2025-11-16
2025-11-17,I Am Sam,2001,https://boxd.it/bKePCP,5,,,2025-11-17
2025-11-18,My Neighbor Totoro,1988,https://boxd.it/bKpush,5,,,2025-11-17
2025-11-20,Om,1995,https://boxd.it/bLAz8x,4.5,,,2025-11-19
2025-11-20,Idli Kadai,2025,https://boxd.it/bLFVZD,3.5,,,2025-11-19
2025-11-22,Parava,2017,https://boxd.it/bMR8F3,4,,,2025-11-21
2025-11-23,Raavanan,2010,https://boxd.it/bNB1af,3.5,,,2025-11-22
2025-11-23,American Beauty,1999,https://boxd.it/bNBayb,4,,,2025-11-22
2025-11-25,Vaana,2008,https://boxd.it/bPQz15,3.5,,,2025-11-25
2025-11-28,Bison Kaalamaadan,2025,https://boxd.it/bRwISF,4,,,2025-11-28
2025-12-05,Antichrist,2009,https://boxd.it/bVKgjh,3,,,2025-12-04
2025-12-06,Aan Paavam Pollathathu,2025,https://boxd.it/bWiRAx,4,,,2025-12-05
2025-12-06,Bugonia,2025,https://boxd.it/bWmBFJ,3.5,,,2025-12-05
2025-12-06,Homebound,2025,https://boxd.it/bWTSFn,4.5,,,2025-12-06
2025-12-07,Diés Iraé,2025,https://boxd.it/bX182v,4,,,2025-12-06
2025-12-07,Aadukalam,2011,https://boxd.it/bXGyYn,4,,,2025-12-07
